Country,Group_Technology,Technology,RE_or_Non_RE,Year,Electricity_Installed_Capacity__MW_
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,58.0
Lithuania,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,57.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,117.0
Lithuania,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,118.0
Luxembourg,Bioenergy,Biogas,Total Renewable,2015,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2016,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2017,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2018,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2019,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2020,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2021,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2022,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2023,0.1
Luxembourg,Bioenergy,Biogas,Total Renewable,2015,9.503
Luxembourg,Bioenergy,Biogas,Total Renewable,2016,9.873
Luxembourg,Bioenergy,Biogas,Total Renewable,2017,9.873
Luxembourg,Bioenergy,Biogas,Total Renewable,2018,9.803
Luxembourg,Bioenergy,Biogas,Total Renewable,2019,9.803
Luxembourg,Bioenergy,Biogas,Total Renewable,2020,9.913
Luxembourg,Bioenergy,Biogas,Total Renewable,2021,10.017
Luxembourg,Bioenergy,Biogas,Total Renewable,2022,8.14
Luxembourg,Bioenergy,Biogas,Total Renewable,2023,11.14
Luxembourg,Bioenergy,Biogas,Total Renewable,2015,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2016,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2017,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2018,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2019,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2020,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2021,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2022,2.3
Luxembourg,Bioenergy,Biogas,Total Renewable,2023,2.3
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2015,3.915
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2016,3.915
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2017,14.815
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2018,15.145
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2019,35.145
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2020,35.145
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2021,35.145
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2022,36.35
Luxembourg,Bioenergy,Solid biofuels,Total Renewable,2023,72.35
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2015,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2016,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2017,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2018,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2019,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2020,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2021,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2022,8.625
Luxembourg,Bioenergy,Renewable municipal waste,Total Renewable,2023,8.625
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2015,63.794
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2016,119.694
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2017,119.694
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2018,122.894
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2019,135.794
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2020,152.744
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2021,136.444
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2022,165.334
Luxembourg,Wind energy,Onshore wind energy,Total Renewable,2023,221.334
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,480.574
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,104.409
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,83.151
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,83.151
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,84.123
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,73.38
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,69.428
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,80.93
Luxembourg,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,82.93
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2015,116.272
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2016,121.896
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2017,128.103
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2018,130.624
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2019,159.736
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2020,186.643
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2021,277.161
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2022,316.634
Luxembourg,Solar energy,Solar photovoltaic,Total Renewable,2023,431.634
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2015,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2016,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2017,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2018,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2019,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2020,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2021,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2022,1296.0
Luxembourg,Pumped storage,Pumped storage,Total Non-Renewable,2023,1296.0
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2015,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2016,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2017,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2018,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2019,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2020,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2021,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2022,8.625
Luxembourg,Other non-renewable energy,Other non-renewable energy,Total Non-Renewable,2023,8.625
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,34.266
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,34.318
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,34.545
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,34.473
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,34.473
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,34.527
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,34.527
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,34.045
Luxembourg,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,34.045
Malta,Bioenergy,Biogas,Total Renewable,2015,3.0
Malta,Bioenergy,Biogas,Total Renewable,2016,4.56
Malta,Bioenergy,Biogas,Total Renewable,2017,4.56
Malta,Bioenergy,Biogas,Total Renewable,2018,4.56
Malta,Bioenergy,Biogas,Total Renewable,2019,4.56
Malta,Bioenergy,Biogas,Total Renewable,2020,4.56
Malta,Bioenergy,Biogas,Total Renewable,2021,4.56
Malta,Bioenergy,Biogas,Total Renewable,2022,2.823
Malta,Bioenergy,Biogas,Total Renewable,2023,2.823
Malta,Wind energy,Onshore wind energy,Total Renewable,2015,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2016,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2017,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2018,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2019,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2020,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2021,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2022,0.1
Malta,Wind energy,Onshore wind energy,Total Renewable,2023,0.1
Malta,Fossil fuels,Oil,Total Non-Renewable,2015,590.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2016,475.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2017,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2018,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2019,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2020,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2021,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2022,180.0
Malta,Fossil fuels,Oil,Total Non-Renewable,2023,180.0
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2017,357.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2018,357.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2019,357.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2020,357.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2021,357.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2022,265.8
Malta,Fossil fuels,Natural gas,Total Non-Renewable,2023,265.8
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,52.2
Malta,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,52.2
Malta,Solar energy,Solar photovoltaic,Total Renewable,2015,74.8
Malta,Solar energy,Solar photovoltaic,Total Renewable,2016,93.6
Malta,Solar energy,Solar photovoltaic,Total Renewable,2017,111.763
Malta,Solar energy,Solar photovoltaic,Total Renewable,2018,131.89
Malta,Solar energy,Solar photovoltaic,Total Renewable,2019,155.187
Malta,Solar energy,Solar photovoltaic,Total Renewable,2020,187.903
Malta,Solar energy,Solar photovoltaic,Total Renewable,2021,205.473
Malta,Solar energy,Solar photovoltaic,Total Renewable,2022,222.457
Malta,Solar energy,Solar photovoltaic,Total Renewable,2023,231.017
Moldova,Bioenergy,Biogas,Total Renewable,2015,3.0
Moldova,Bioenergy,Biogas,Total Renewable,2016,3.0
Moldova,Bioenergy,Biogas,Total Renewable,2017,6.0
Moldova,Bioenergy,Biogas,Total Renewable,2018,5.5
Moldova,Bioenergy,Biogas,Total Renewable,2019,5.5
Moldova,Bioenergy,Biogas,Total Renewable,2020,6.6
Moldova,Bioenergy,Biogas,Total Renewable,2021,7.0
Moldova,Bioenergy,Biogas,Total Renewable,2022,15.33
Moldova,Bioenergy,Biogas,Total Renewable,2023,15.33
Moldova,Wind energy,Onshore wind energy,Total Renewable,2015,1.0
Moldova,Wind energy,Onshore wind energy,Total Renewable,2016,1.778
Moldova,Wind energy,Onshore wind energy,Total Renewable,2017,9.19
Moldova,Wind energy,Onshore wind energy,Total Renewable,2018,33.0
Moldova,Wind energy,Onshore wind energy,Total Renewable,2019,35.0
Moldova,Wind energy,Onshore wind energy,Total Renewable,2020,41.0
Moldova,Wind energy,Onshore wind energy,Total Renewable,2021,67.0
Moldova,Wind energy,Onshore wind energy,Total Renewable,2022,115.1
Moldova,Wind energy,Onshore wind energy,Total Renewable,2023,141.32
Moldova,Fossil fuels,Oil,Total Non-Renewable,2015,69.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2016,55.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2017,63.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2018,64.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2019,70.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2020,70.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2021,77.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2022,77.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2023,77.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2018,4.0
Moldova,Fossil fuels,Oil,Total Non-Renewable,2019,6.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2018,352.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2019,348.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2020,352.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2021,346.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2022,346.0
Moldova,Fossil fuels,Natural gas,Total Non-Renewable,2023,346.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2015,2921.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2016,2904.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2017,2901.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2018,2520.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2019,2520.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2020,2520.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2021,2520.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2022,2520.0
Moldova,Fossil fuels,Fossil fuels n.e.s.,Total Non-Renewable,2023,2520.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2015,1.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2016,2.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2017,2.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2018,3.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2019,5.0
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2020,4.3
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2021,14.476
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2022,60.13
Moldova,Solar energy,Solar photovoltaic,Total Renewable,2023,87.01
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,64.0
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,64.0
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,64.254
Moldova,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,64.25
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2017,72.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2018,72.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2019,118.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2020,118.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2021,118.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2022,118.0
Montenegro,Wind energy,Onshore wind energy,Total Renewable,2023,118.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2015,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2016,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2017,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2018,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2019,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2020,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2021,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2022,225.0
Montenegro,Fossil fuels,Coal and peat,Total Non-Renewable,2023,225.0
Montenegro,Solar energy,Solar photovoltaic,Total Renewable,2020,2.57
Montenegro,Solar energy,Solar photovoltaic,Total Renewable,2021,2.57
Montenegro,Solar energy,Solar photovoltaic,Total Renewable,2022,22.2
Montenegro,Solar energy,Solar photovoltaic,Total Renewable,2023,41.83
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2015,661.923
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2016,668.156
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2017,674.812
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2018,675.607
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2019,676.243
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2020,696.685
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2021,696.685
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2022,696.685
Montenegro,Hydropower (excl. Pumped Storage),Renewable hydropower,Total Renewable,2023,696.685
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2015,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2016,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2017,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2018,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2019,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2020,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2021,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2022,512.0
Netherlands,Nuclear,Nuclear,Total Non-Renewable,2023,512.0
Netherlands,Bioenergy,Biogas,Total Renewable,2015,20.0
Netherlands,Bioenergy,Biogas,Total Renewable,2016,21.0
Netherlands,Bioenergy,Biogas,Total Renewable,2017,21.0
Netherlands,Bioenergy,Biogas,Total Renewable,2018,19.0
Netherlands,Bioenergy,Biogas,Total Renewable,2019,20.0
Netherlands,Bioenergy,Biogas,Total Renewable,2020,19.0
Netherlands,Bioenergy,Biogas,Total Renewable,2021,19.0
Netherlands,Bioenergy,Biogas,Total Renewable,2022,19.0
Netherlands,Bioenergy,Biogas,Total Renewable,2023,19.0
Netherlands,Bioenergy,Biogas,Total Renewable,2015,180.574
Netherlands,Bioenergy,Biogas,Total Renewable,2016,165.014
Netherlands,Bioenergy,Biogas,Total Renewable,2017,164.844
Netherlands,Bioenergy,Biogas,Total Renewable,2018,143.994
Netherlands,Bioenergy,Biogas,Total Renewable,2019,139.994
Netherlands,Bioenergy,Biogas,Total Renewable,2020,144.025
Netherlands,Bioenergy,Biogas,Total Renewable,2021,196.531
Netherlands,Bioenergy,Biogas,Total Renewable,2022,195.021
Netherlands,Bioenergy,Biogas,Total Renewable,2023,195.021
Netherlands,Bioenergy,Biogas,Total Renewable,2015,43.0
Netherlands,Bioenergy,Biogas,Total Renewable,2016,38.0
Netherlands,Bioenergy,Biogas,Total Renewable,2017,38.0
Netherlands,Bioenergy,Biogas,Total Renewable,2018,44.0
Netherlands,Bioenergy,Biogas,Total Renewable,2019,41.0
Netherlands,Bioenergy,Biogas,Total Renewable,2020,42.0
Netherlands,Bioenergy,Biogas,Total Renewable,2021,42.0
